Emoji,Unicode Name,Description
☕,Hot Beverage,hot weather break
☕,Hot Beverage,hot spring break
🏮,Red Paper Lantern,lantern festive
🏮,Red Paper Lantern,spring festive
🏮,Red Paper Lantern,sunday festive
🍦,Soft Serve,sweet
🧪,Test Tube,lab
🍺,Beer Mug,craft beer taste
🍺,Beer Mug,good beer taste
🍺,Beer Mug,craft beer brewery
🍺,Beer Mug,craft beer brewing
🕰️,Mantelpiece Clock,clock
🔨,Hammer,driving a nail
🔨,Hammer,breaking a nail
🔨,Hammer,driving with nail
🔨,Hammer,driving a bicycle
📈,Chart Increasing,making huge progress
📈,Chart Increasing,making significant progress
📈,Chart Increasing,making steady progress
📈,Chart Increasing,made huge progress
✂️,Scissors,metal scissors
🍎,Red Apple,crunchy red skin
🍎,Red Apple,crunchy red beans
🍎,Red Apple,crunchy pink skin
🍎,Red Apple,crunchy brown skin
🔦,Flashlight,light
💰,Money Bag,money dollar
💰,Money Bag,half dollar
💰,Money Bag,one dollar
📈,Chart Increasing,growth vibes
📈,Chart Increasing,growth factor
📈,Chart Increasing,growth rate
📈,Chart Increasing,bad vibes
🎸,Guitar,guitar player
🍰,Shortcake,party food slice
🍰,Shortcake,party food committee
🍰,Shortcake,party food bureau
🔋,Battery,electronic energy
🔋,Battery,electronic warfare
🔋,Battery,electronic engineering
🔋,Battery,atomic energy
🔬,Microscope,medical testing
🔬,Microscope,hypothesis testing
🔬,Microscope,medical sciences
👍,Thumbs Up,great work on that
👍,Thumbs Up,i work on that
👍,Thumbs Up,great work showed that
👍,Thumbs Up,great emphasis on that
😊,Smiling Face with Smiling Eyes,warm
🍦,Soft Serve,soft
🛁,Bathtub,bathtub bubbles
🛁,Bathtub,bubble bubbles
🛋️,Couch and Lamp,lamp couch
🛋️,Couch and Lamp,lampoon
🍷,Wine Glass,party wine
🍷,Wine Glass,party list
🍷,Wine Glass,party affiliation
💻,Laptop,developer
🎸,Guitar,strumming the chords
🎸,Guitar,strumming the piano
🎸,Guitar,compare the chords
🎸,Guitar,strumming vocal chords
🙄,Face with Rolling Eyes,impatient
💰,Money Bag,dollar sign bag
💰,Money Bag,dollar dime bag
💰,Money Bag,stop sign bag
🍷,Wine Glass,grapes
🍺,Beer Mug,beer glass
🍺,Beer Mug,beer factory
🍺,Beer Mug,looking glass
🤡,Clown Face,circus vibes
🤡,Clown Face,circus circus
🤡,Clown Face,ghetto vibes
🤡,Clown Face,circus maximus
🗺️,World Map,navigation map
🗺️,World Map,navigation systems
🤣,Rolling on the Floor Laughing,hurting
👍,Thumbs Up,good job well done
👍,Thumbs Up,good morning well done
👍,Thumbs Up,a job well done
👍,Thumbs Up,good job getting done
👍,Thumbs Up,alright
📡,Satellite Antenna,transmission
🌈,Rainbow,luck and magic
🌈,Rainbow,dungeons and magic
🌈,Rainbow,luck and luck
🌈,Rainbow,luckiest magic
🧪,Test Tube,tube glass
🧪,Test Tube,tinted glass
🚂,Locomotive,railway transport
🚂,Locomotive,rail transport
🚂,Locomotive,railway station
🛳️,Passenger Ship,ship travel
🛳️,Passenger Ship,google travel
📏,Straight Ruler,school
🥗,Green Salad,diet
🛋️,Couch and Lamp,cozy corner
🛋️,Couch and Lamp,southeast corner
🛋️,Couch and Lamp,northwest corner
😍,Smiling Face with Heart-Eyes,crazy in love with it
😍,Smiling Face with Heart-Eyes,crazy in love makes it
😍,Smiling Face with Heart-Eyes,crazy in touch with it
😍,Smiling Face with Heart-Eyes,fall in love with it
📑,Bookmark Tabs,library tabs
📑,Bookmark Tabs,library journal
🔑,Key,key building
🔑,Key,office building
🗺️,World Map,planning a trip
🗺️,World Map,planning a future
🗺️,World Map,making a trip
🌈,Rainbow,wonder
🔭,Telescope,planet telescope
🔭,Telescope,space telescope
😴,Sleeping Face,quiet face
😴,Sleeping Face,quiet storm
😴,Sleeping Face,quiet nights
😭,Loudly Crying Face,miserable day
😭,Loudly Crying Face,miserable skies
❤️,Red Heart,big red heart
❤️,Red Heart,big red tornado
❤️,Red Heart,bright red heart
❤️,Red Heart,sweet red heart
👍,Thumbs Up,cool beans
👍,Thumbs Up,coolies
👍,Thumbs Up,kidney beans
👍,Thumbs Up,baked beans
🧬,DNA,structure dna
🧬,DNA,structure theory
💻,Laptop,device laptop
💻,Laptop,device mapping
🐱,Cat Face,cat kitten
🧼,Soap,bathroom supply
🧼,Soap,bathroom suite
🧼,Soap,electricity supply
☀️,Sun,beautiful daylight
☀️,Sun,beautiful beauty
☀️,Sun,bright daylight
🗺️,World Map,path map
🗺️,World Map,pathfinder
🗺️,World Map,pathological
🎁,Wrapped Gift,special delivery
😭,Loudly Crying Face,heart is broken
😭,Loudly Crying Face,heart is alive
🧹,Broom,witch's flight
🧹,Broom,test flight
🧹,Broom,witch's lair
🧹,Broom,witch's tale
📍,Round Pushpin,specific place found
📍,Round Pushpin,specific placename
📍,Round Pushpin,burial place found
📍,Round Pushpin,specific strains found
🛏️,Bed,sleeping at night
🛏️,Bed,sleeps at night
🛏️,Bed,sleeping at home
🛏️,Bed,sleeping at sea
🔬,Microscope,lab microscope
🔬,Microscope,labuan
⚽,Soccer Ball,field
🍷,Wine Glass,vineyard and grapes
🍷,Wine Glass,vineyard of grapes
🍷,Wine Glass,vineyard wine grapes
🍷,Wine Glass,vineyard and winery
☕,Hot Beverage,cozy hot
🪒,Razor,grooming tool
🍰,Shortcake,cream cake
🍰,Shortcake,cream cheese
🍰,Shortcake,creamery
💊,Pill,pill health
💊,Pill,pillai
👍,Thumbs Up,yes please
👍,Thumbs Up,please please
👍,Thumbs Up,oh please
🕯️,Candle,old fashioned lamp
🕯️,Candle,stainless fashioned lamp
🕯️,Candle,old gas lamp
🕯️,Candle,odd fashioned lamp
💊,Pill,drug capsule
💊,Pill,drug addiction
🧬,DNA,dna helix
🧬,DNA,triple helix
🧺,Basket,picnic basket
🧺,Basket,picnic pavilion
🐶,Dog Face,loyal pet animal
🐶,Dog Face,best pet animal
🐶,Dog Face,loyal dog animal
🐶,Dog Face,pet pet animal
🔌,Electric Plug,plug cord
🧬,DNA,dna genes
🧬,DNA,human genes
🛏️,Bed,bedroom bed
🛏️,Bed,bedroom suite
🛏️,Bed,place to rest
🛏️,Bed,come to rest
🛏️,Bed,place to go
🛏️,Bed,laid to rest
🍷,Wine Glass,sophisticated drink
🍷,Wine Glass,sophisticated computing
🍷,Wine Glass,hot drink
🍷,Wine Glass,hard drink
🔔,Bell,music
🤡,Clown Face,making a mockery
🤡,Clown Face,making mock mockery
🤡,Clown Face,what a mockery
🤡,Clown Face,making a noise
🌈,Rainbow,luck sign
🌈,Rainbow,stop sign
🌈,Rainbow,call sign
🔑,Key,security and access
🔑,Key,security and security
🔑,Key,security and privacy
😂,Face with Tears of Joy,laughing emojis
😂,Face with Tears of Joy,adobe emojis
🐱,Cat Face,kitten cat
🍷,Wine Glass,vineyard
🗺️,World Map,view
🏠,House,house property
🏠,House,property home
🏠,House,property tax
🪒,Razor,edge
☕,Hot Beverage,hot tea
☕,Hot Beverage,sweet tea
🗺️,World Map,world
💔,Broken Heart,sad
🛳️,Passenger Ship,ocean
🧹,Broom,wooden handle
🧹,Broom,fork handle
🧹,Broom,wooden box
🧹,Broom,lever handle
🔥,Fire,doing great
🔥,Fire,lord great
🔥,Fire,mighty great
🔥,Fire,how great
❤️,Red Heart,lovely vibes
❤️,Red Heart,lovely flowers
❤️,Red Heart,bad vibes
🔨,Hammer,repair
🧭,Compass,orienting oneself
🧭,Compass,be oneself
🧭,Compass,orienting competitions
📏,Straight Ruler,precision
🔌,Electric Plug,wall plug wire
🔌,Electric Plug,walling wire
🔌,Electric Plug,spark plug wire
🤡,Clown Face,funny but weird
🤡,Clown Face,funny but true
🤡,Clown Face,funny but silly
🤡,Clown Face,funny but stupid
🧹,Broom,floor
😂,Face with Tears of Joy,absolute clowning
😂,Face with Tears of Joy,absolute magnitude
😂,Face with Tears of Joy,street clowning
🎾,Tennis,racket ball
🌧️,Cloud with Rain,rain drop
🌧️,Cloud with Rain,double drop
🌧️,Cloud with Rain,blood drop
🌧️,Cloud with Rain,lemon drop
🥪,Sandwich,food for picnic
🥪,Sandwich,ready for picnic
🥪,Sandwich,food for humanity
🥪,Sandwich,food day picnic
🌧️,Cloud with Rain,storm rain
🚿,Shower,bathroom hygiene
🔔,Bell,calling the crowd
🔔,Bell,calling the police
🔔,Bell,calling our crowd
💻,Laptop,browsing laptop
💻,Laptop,browsing websites
🌡️,Thermometer,thermometer
💀,Skull,dead inside today
💀,Skull,dead ends today
💀,Skull,live inside today
💡,Light Bulb,creativity
🔬,Microscope,biology
🍰,Shortcake,wedding cake
💻,Laptop,office
🧭,Compass,magnetic flux
🍦,Soft Serve,sugar
🚲,Bicycle,bike road
🚲,Bicycle,woodstock road
🚲,Bicycle,bloomfield road
🎾,Tennis,tennis hobby
🎾,Tennis,pet hobby
🔥,Fire,high temp
🔥,Fire,operation temp
🔥,Fire,le temp
🔥,Fire,super temp
🔑,Key,building
❤️,Red Heart,the symbol of love
❤️,Red Heart,the grapes of love
❤️,Red Heart,the joy of love
❤️,Red Heart,the symbolizing love
🤔,Thinking Face,curiouser and curiouser
🤔,Thinking Face,clever and curiouser
🤔,Thinking Face,curiouser or curiouser
🤔,Thinking Face,curiouser and richer
🎾,Tennis,court
⌚,Watch,time device
⌚,Watch,time travel
🤔,Thinking Face,brain power
🤔,Thinking Face,motive power
🤔,Thinking Face,solar power
🙏,Folded Hands,a gesture of gratitude
🙏,Folded Hands,symbolic gesture of gratitude
🙏,Folded Hands,outward gesture of gratitude
🙏,Folded Hands,a letter of gratitude
🎾,Tennis,racket and court
🎾,Tennis,racket and swing
🎾,Tennis,law and court
🎾,Tennis,house and court
💀,Skull,dead
😂,Face with Tears of Joy,that is the funniest thing ever
😂,Face with Tears of Joy,that is the best thing ever
😂,Face with Tears of Joy,that is the funniest story ever
✈️,Airplane,soaring
🍔,Hamburger,hungry
🥳,Partying Face,joy
🤡,Clown Face,funny
🤡,Clown Face,someone acting like a fool
🤡,Clown Face,someone acted like a fool
🤡,Clown Face,someone acts like a fool
🤡,Clown Face,someone looks like a fool
⚽,Soccer Ball,soccer sport
⚽,Soccer Ball,cue sport
⚽,Soccer Ball,disability sport
🧹,Broom,sweeping the room
🧹,Broom,enter the room
🧹,Broom,sweeping the streets
🧹,Broom,sweeping the skies
🍎,Red Apple,healthy fruit snack
🍎,Red Apple,juicy fruit snack
🍎,Red Apple,healthy snack snack
🌍,Globe Showing Europe-Africa,saving earth
🌍,Globe Showing Europe-Africa,saving lives
🛏️,Bed,velvet pillow
🛳️,Passenger Ship,maritime
🍔,Hamburger,tasty burger
📑,Bookmark Tabs,study tabs
📑,Bookmark Tabs,study abroad
😴,Sleeping Face,dreaming bed
😴,Sleeping Face,feather bed
🔔,Bell,ring
🧺,Basket,wicker basket
🧺,Basket,wickerham
🧺,Basket,wickersham
📱,Mobile Phone,phone app
📱,Mobile Phone,mobile app
📱,Mobile Phone,ios app
🙏,Folded Hands,please do me a favor
🙏,Folded Hands,please owe me a favor
🙏,Folded Hands,please do me a prayer
🙏,Folded Hands,please do me a favour
🔔,Bell,hearing the chime
🔔,Bell,sings the chime
🔔,Bell,hearing bells chime
🔔,Bell,hearing voices chime
🥪,Sandwich,ham
🔔,Bell,notification
😴,Sleeping Face,sleeping
🍕,Pizza,italian
⌚,Watch,punctuality watch
⌚,Watch,punctuality index
👍,Thumbs Up,awesome
💔,Broken Heart,broken vibe
💔,Broken Heart,cool vibe
💔,Broken Heart,teen vibe
💔,Broken Heart,broken bones
🧪,Test Tube,laboratory glass
🧪,Test Tube,laboratory equipment
🧪,Test Tube,laboratory automation
💰,Money Bag,success
🥗,Green Salad,healthy
🍰,Shortcake,cake sweet
🍰,Shortcake,bitter sweet
🗺️,World Map,explorer
🔨,Hammer,heavy hand tool
🔨,Hammer,heavy lifting tool
🔨,Hammer,folding hand tool
🔨,Hammer,heavy machine tool
🌧️,Cloud with Rain,rainy sky
🌧️,Cloud with Rain,vanilla sky
✏️,Pencil,pencil wooden
✏️,Pencil,traditional wooden
✏️,Pencil,painted wooden
🛏️,Bed,lying down
🛏️,Bed,lying dead
🛏️,Bed,settle down
🚪,Door,closing
📏,Straight Ruler,measuring
📍,Round Pushpin,area
😎,Smiling Face with Sunglasses,relaxed mood
😎,Smiling Face with Sunglasses,mood mood
😎,Smiling Face with Sunglasses,bad mood
🚲,Bicycle,health bike
🚲,Bicycle,health insurance
🚲,Bicycle,health matters
🪒,Razor,grooming
🧸,Teddy Bear,bear child
🚿,Shower,clean shower
🚿,Shower,clean sheets
🚿,Shower,clean sweep
🙏,Folded Hands,thank you lord
🙏,Folded Hands,praise you lord
🙏,Folded Hands,thank your lord
🙏,Folded Hands,thank my lord
🍎,Red Apple,apple healthy
🍎,Red Apple,staying healthy
😊,Smiling Face with Smiling Eyes,joy
🍎,Red Apple,forbidden
🧹,Broom,floor broom
🧹,Broom,floorboards
💻,Laptop,technology and internet
💻,Laptop,technology and innovation
💻,Laptop,telephone and internet
💻,Laptop,technology and engineering
💻,Laptop,keyboard
🎸,Guitar,string
🔑,Key,unlocking
🔒,Locked,padlock lock
🎁,Wrapped Gift,gift present
🤣,Rolling on the Floor Laughing,rolling
📏,Straight Ruler,straight
🍺,Beer Mug,time
🔨,Hammer,home hammer
🔨,Hammer,home rule
🛳️,Passenger Ship,sea
📱,Mobile Phone,calling and texting
📱,Mobile Phone,writing and texting
📱,Mobile Phone,calling for texting
🔥,Fire,pure fire
🔥,Fire,arcade fire
📚,Books,books research
📚,Books,biomedical research
🤔,Thinking Face,doubtful face
🤔,Thinking Face,doubtful species
🤔,Thinking Face,poker face
📈,Chart Increasing,stock chart
📈,Chart Increasing,stock index
📈,Chart Increasing,stockholders
🚂,Locomotive,tracks train
📍,Round Pushpin,i am right here
📍,Round Pushpin,i am still here
📍,Round Pushpin,i am right now
🍎,Red Apple,story
🎁,Wrapped Gift,reward gift
🛋️,Couch and Lamp,decor
🌈,Rainbow,peace
🤔,Thinking Face,what if
🤔,Thinking Face,only if
🤔,Thinking Face,and if
🤔,Thinking Face,what happened
😭,Loudly Crying Face,so much grief
😭,Loudly Crying Face,so long grief
😭,Loudly Crying Face,so many grief
😭,Loudly Crying Face,too much grief
✏️,Pencil,tip
📓,Notebook,office supply
📓,Notebook,water supply
📓,Notebook,office space
🔌,Electric Plug,electricity
🔔,Bell,attention bell
🔔,Bell,attention deficit
🚂,Locomotive,tracks
🥪,Sandwich,prepared cold meal
🥪,Sandwich,prepared evening meal
🥪,Sandwich,prepared cold meals
✂️,Scissors,tailoring clothes
✂️,Scissors,tailoring shop
✂️,Scissors,tailoring workshop
✂️,Scissors,fancy clothes
😍,Smiling Face with Heart-Eyes,so handsome
😍,Smiling Face with Heart-Eyes,truly handsome
😍,Smiling Face with Heart-Eyes,most handsome
🎾,Tennis,playing a match
🎾,Tennis,playing a cello
🎾,Tennis,group a match
🎾,Tennis,playing friendly match
✨,Sparkles,a touch of magic
✨,Sparkles,a touch of heaven
✨,Sparkles,a world of magic
🥪,Sandwich,sandwich meal
🥪,Sandwich,daily meal
🥪,Sandwich,evening meal
🔒,Locked,locked private
🔒,Locked,strictly private
🔒,Locked,private private
🧭,Compass,travel
📓,Notebook,writing notes
📓,Notebook,writing competitions
🎁,Wrapped Gift,gift birthday
🎁,Wrapped Gift,70th birthday
🎁,Wrapped Gift,50th birthday
🚀,Rocket,high results
🚀,Rocket,preliminary results
🚀,Rocket,high school
🍦,Soft Serve,sugar treat
🍦,Soft Serve,sugar cane
🍦,Soft Serve,sugar maple
🍔,Hamburger,burger
🛳️,Passenger Ship,boat sailing
🛳️,Passenger Ship,ocean sailing
☀️,Sun,hot
🔒,Locked,access lock
🔒,Locked,accessability
🌈,Rainbow,bright and happy
🌈,Rainbow,bright lights happy
💊,Pill,pharmacy pill
🎁,Wrapped Gift,gift surprise
🎁,Wrapped Gift,unexpected surprise
😴,Sleeping Face,bed face
😴,Sleeping Face,bedouin
😴,Sleeping Face,bedtime
🔦,Flashlight,camping
🎁,Wrapped Gift,celebratory package
🎁,Wrapped Gift,starter package
🎾,Tennis,court ball
🎾,Tennis,court martial
🎾,Tennis,courteous
🚗,Automobile,commute car
🚗,Automobile,commute express
💊,Pill,medical pill
💊,Pill,medical education
🧪,Test Tube,chemistry experiment
🧪,Test Tube,solar experiment
🧪,Test Tube,chemistry abstracts
🎸,Guitar,guitar
🧸,Teddy Bear,bear fur
🧸,Teddy Bear,blue fur
🧸,Teddy Bear,yellow fur
🧺,Basket,carrying items
🧺,Basket,miscellaneous items
🧺,Basket,carrying cargo
🖋️,Fountain Pen,ink writing
🎁,Wrapped Gift,music box
🎁,Wrapped Gift,picture box
🔔,Bell,shape
😊,Smiling Face with Smiling Eyes,soft smile
😊,Smiling Face with Smiling Eyes,softwood
😊,Smiling Face with Smiling Eyes,sweet smile
💻,Laptop,software laptop
🤡,Clown Face,total joke
🤡,Clown Face,silly joke
🤡,Clown Face,total points
🧼,Soap,slippery
🍺,Beer Mug,cheers beer
🍺,Beer Mug,ginger beer
🍺,Beer Mug,cheers chorus
🎾,Tennis,net
☕,Hot Beverage,breakfast hot
☕,Hot Beverage,breakfasttime
🍕,Pizza,food for a party
🍕,Pizza,food for a child
🍕,Pizza,food as a party
🍕,Pizza,food for a living
📍,Round Pushpin,geographic point
📍,Round Pushpin,geographic coordinates
💀,Skull,morbid funny
💀,Skull,how funny
💀,Skull,very funny
💀,Skull,morbid curiosity
☕,Hot Beverage,drink coffee
☕,Hot Beverage,hot coffee
☕,Hot Beverage,instant coffee
🗺️,World Map,travel map
🗺️,World Map,travel agency
🗺️,World Map,travel guide
🔭,Telescope,exploration telescope
📓,Notebook,pages
☀️,Sun,warmth
📂,Open File Folder,file records
📂,Open File Folder,rca records
📂,Open File Folder,atlantic records
☕,Hot Beverage,steam rising up
☕,Hot Beverage,keep rising up
☕,Hot Beverage,clouds rising up
☕,Hot Beverage,sun rising up
🤣,Rolling on the Floor Laughing,so hilarious
🤣,Rolling on the Floor Laughing,funny hilarious
🗺️,World Map,oceans
🔬,Microscope,science
📓,Notebook,notes
☀️,Sun,desert sun rays
☀️,Sun,purple sun rays
☀️,Sun,desert sun syndrome
☀️,Sun,desert lightning rays
🌈,Rainbow,hope sign
🌈,Rainbow,zodiac sign
🐶,Dog Face,man's best friend
🐶,Dog Face,man's old friend
🐶,Dog Face,man's closest friend
✈️,Airplane,air travel
✈️,Airplane,google travel
😊,Smiling Face with Smiling Eyes,energy
🔑,Key,answer key
🔑,Key,red key
👍,Thumbs Up,good one
👍,Thumbs Up,volume one
👍,Thumbs Up,number one
🏀,Basketball,orange
☕,Hot Beverage,breakfast
🎈,Balloon,round
💊,Pill,medicine capsule
💊,Pill,medicine journal
💊,Pill,egg capsule
💊,Pill,medicine abstracts
🤡,Clown Face,scary circus clown
🤡,Clown Face,circus circus clown
🤡,Clown Face,scary clown clown
🤡,Clown Face,scary scary clown
🧺,Basket,food
😎,Smiling Face with Sunglasses,sharp
💀,Skull,skeleton bones
💀,Skull,broken bones
💀,Skull,human bones
📍,Round Pushpin,map
🚗,Automobile,transport on road
🚗,Automobile,kids on road
🚗,Automobile,strangers on road
🌡️,Thermometer,fever and health
🌡️,Thermometer,fever fever health
🌡️,Thermometer,fever and sickness
🌡️,Thermometer,fever and malaria
🚂,Locomotive,old steam train
🚂,Locomotive,old freight train
🚂,Locomotive,old steam locomotive
🚂,Locomotive,old steam engine
🙄,Face with Rolling Eyes,boring talk
🙄,Face with Rolling Eyes,pep talk
🙄,Face with Rolling Eyes,pillow talk
💡,Light Bulb,glowing
😍,Smiling Face with Heart-Eyes,pure adoration
😍,Smiling Face with Heart-Eyes,holy adoration
😍,Smiling Face with Heart-Eyes,perpetual adoration
⚽,Soccer Ball,sports equipment
⚽,Soccer Ball,sports illustrated
⚽,Soccer Ball,electrical equipment
❄️,Snowflake,frozen snow
❄️,Snowflake,frozen futures
🪒,Razor,smooth
🧬,DNA,double
🗺️,World Map,trip map
🗺️,World Map,tripwire
🌈,Rainbow,hope and pride
🌈,Rainbow,hope and glory
🌈,Rainbow,courage and pride
🎸,Guitar,band
😊,Smiling Face with Smiling Eyes,kindness
😊,Smiling Face with Smiling Eyes,joyful
😴,Sleeping Face,midnight slumber
😴,Sleeping Face,endless slumber
😴,Sleeping Face,lazy slumber
🚗,Automobile,engine
✂️,Scissors,tailoring
🔑,Key,key lock
🔑,Key,sutton lock
🎁,Wrapped Gift,holiday season giving
🎁,Wrapped Gift,regular season giving
🎁,Wrapped Gift,holiday season highlights
🎁,Wrapped Gift,denotes season giving
🍷,Wine Glass,elegant dinner party
🍷,Wine Glass,elegant dinner parties
🍷,Wine Glass,sunday dinner party
🚲,Bicycle,exercise bike
📚,Books,learning and education
📚,Books,science and education
📚,Books,learning distance education
📡,Satellite Antenna,antenna waves
💡,Light Bulb,i have an idea
💡,Light Bulb,i have little idea
💡,Light Bulb,we have an idea
💡,Light Bulb,you have an idea
🕰️,Mantelpiece Clock,mechanical clock
🕰️,Mantelpiece Clock,mechanical engineering
🐶,Dog Face,animal
🔦,Flashlight,light flashlight
🔦,Flashlight,electric flashlight
📂,Open File Folder,project documents
📂,Open File Folder,relevant documents
🙏,Folded Hands,grateful
💀,Skull,dying
👍,Thumbs Up,plan
🎸,Guitar,electric guitar solo
🎸,Guitar,electric guitar concerto
🎸,Guitar,bass guitar solo
🛁,Bathtub,bathtub
🧼,Soap,hands soap
🔦,Flashlight,emergency flashlight
🔭,Telescope,looking at stars
🔭,Telescope,looking like stars
🔭,Telescope,looking for stars
🔭,Telescope,looking after stars
✏️,Pencil,tool
🥳,Partying Face,having a great time
🥳,Partying Face,having done great time
🥳,Partying Face,having a great appetite
🥳,Partying Face,having a tough time
🏀,Basketball,scoring three points
🏀,Basketball,scoring three times
🏀,Basketball,awarded three points
🛳️,Passenger Ship,sailing on ocean
🛳️,Passenger Ship,sailing on board
🛳️,Passenger Ship,sailing on mars
🛳️,Passenger Ship,walking on ocean
🏀,Basketball,fun
✈️,Airplane,international
🔔,Bell,sound
🍕,Pizza,triangle
🚿,Shower,falling water drops
🚿,Shower,falling water falls
🚿,Shower,falling rain drops
🚿,Shower,rain water drops
🥗,Green Salad,clean eating lifestyle
🥗,Green Salad,cleanliness lifestyle
🥗,Green Salad,clean eating habits
🧪,Test Tube,test tube
🏠,House,rest
💻,Laptop,remote
🧺,Basket,basket picnic
🧺,Basket,summer picnic
🧺,Basket,spring picnic
🚪,Door,frame
🔬,Microscope,biology lab tool
🔬,Microscope,biology modeling tool
🔬,Microscope,biology lab building
🔬,Microscope,robotics lab tool
💡,Light Bulb,glass
🛏️,Bed,sleep tight
🛏️,Bed,too tight
🛏️,Bed,hold tight
🛏️,Bed,sleep deprivation
🔑,Key,opening
💀,Skull,funny
📚,Books,books knowledge
📚,Books,scientific knowledge
📚,Books,common knowledge
🍷,Wine Glass,dining
🥳,Partying Face,fun times
🥳,Partying Face,funhouse
🥳,Partying Face,funnies
🤔,Thinking Face,thinking face emoji
🤔,Thinking Face,smiley face emoji
🤔,Thinking Face,thinking of emoji
🌍,Globe Showing Europe-Africa,world earth
🌍,Globe Showing Europe-Africa,world records
🌍,Globe Showing Europe-Africa,world championships
🍎,Red Apple,garden apple
🍎,Red Apple,garden house
🧼,Soap,cleaning soap
🧼,Soap,cleaning equipment
✨,Sparkles,magical glitters
❄️,Snowflake,falling
📍,Round Pushpin,found area
📍,Round Pushpin,metropolitan area
📍,Round Pushpin,found below
❤️,Red Heart,marriage and love
❤️,Red Heart,marriage of love
❤️,Red Heart,love and love
📚,Books,learning books
📚,Books,learning disabilities
🍦,Soft Serve,beach
😎,Smiling Face with Sunglasses,shades
🧺,Basket,picnic
🚽,Toilet,toilet facility
🚽,Toilet,training facility
🚽,Toilet,correctional facility
🚽,Toilet,toilet toilets
🕰️,Mantelpiece Clock,vintage time
🕰️,Mantelpiece Clock,vintage cars
🚲,Bicycle,path bike
🚲,Bicycle,pathfinder
🚲,Bicycle,pathological
😴,Sleeping Face,dreaming
🧹,Broom,bristles
🎁,Wrapped Gift,gift
🔨,Hammer,hammer nail
🔨,Hammer,broken nail
💔,Broken Heart,end of us
💔,Broken Heart,none of us
💔,Broken Heart,endanger us
💀,Skull,spooky vibes
💀,Skull,spooky safari
💀,Skull,cool vibes
📓,Notebook,notebook office
🛋️,Couch and Lamp,comfortable
🚽,Toilet,toilet bathroom
🚽,Toilet,basement bathroom
🎸,Guitar,guitar chords
🎸,Guitar,four chords
🎸,Guitar,minor chords
🛋️,Couch and Lamp,comfortable sofa
🛋️,Couch and Lamp,comfortableness
🛋️,Couch and Lamp,rocking sofa
📂,Open File Folder,data
🔬,Microscope,microscope research
📱,Mobile Phone,mobile app usage
📱,Mobile Phone,mobile app store
📱,Mobile Phone,smartphone app usage
📱,Mobile Phone,mobile internet usage
🧭,Compass,needle compass
🧭,Compass,needlefish
🧭,Compass,needlework
🏮,Red Paper Lantern,lamp
📸,Camera with Flash,shutter
🚀,Rocket,space travel
🚀,Rocket,spacewalk
🚀,Rocket,sky travel
🚀,Rocket,space shuttle
🏠,House,building house
🏠,House,building materials
🏠,House,building codes
💡,Light Bulb,smart thinking moment
💡,Light Bulb,quick thinking moment
🙄,Face with Rolling Eyes,sarcasm face
🖋️,Fountain Pen,nib pen
🖋️,Fountain Pen,nib48
🧬,DNA,structure
❤️,Red Heart,deep connection
❤️,Red Heart,broadband connection
❤️,Red Heart,deep blue
🚽,Toilet,room
📓,Notebook,journal notebook
📓,Notebook,journal articles
🗺️,World Map,tool
🥗,Green Salad,food salad
🥗,Green Salad,food safety
🥗,Green Salad,food stamps
🌧️,Cloud with Rain,wet cloud
🌧️,Cloud with Rain,blue cloud
😍,Smiling Face with Heart-Eyes,mesmerized by the beauty
😍,Smiling Face with Heart-Eyes,mesmerized in the beauty
😍,Smiling Face with Heart-Eyes,mesmerized by its beauty
🚀,Rocket,rocket launch
🚀,Rocket,rocket engine
👍,Thumbs Up,correct
☕,Hot Beverage,relaxing with tea
☕,Hot Beverage,eaten with tea
☕,Hot Beverage,relaxing herbal tea
☕,Hot Beverage,relaxing green tea
🙄,Face with Rolling Eyes,sarcasm vibe
🙄,Face with Rolling Eyes,cool vibe
💻,Laptop,online business tasks
💻,Laptop,online business directory
💻,Laptop,online business journal
💻,Laptop,online learning tasks
🚽,Toilet,facility
🛏️,Bed,soft bed sheets
🛏️,Bed,soft bedding
🛏️,Bed,soft satin sheets
🛏️,Bed,silk bed sheets
🥗,Green Salad,raw
📏,Straight Ruler,cm
🙄,Face with Rolling Eyes,impatient person
🙄,Face with Rolling Eyes,third person
🙄,Face with Rolling Eyes,deaf person
😴,Sleeping Face,go to bed
😴,Sleeping Face,go to heaven
😴,Sleeping Face,welcome to bed
😴,Sleeping Face,bed to bed
🔒,Locked,protection lock
🔒,Locked,protection measures
🐶,Dog Face,dog
🥳,Partying Face,party animal mode
🥳,Partying Face,party mode mode
🥳,Partying Face,wild animal mode
🥳,Partying Face,party survival mode
🧸,Teddy Bear,cuddly teddy
🧸,Teddy Bear,plushie teddy
🧸,Teddy Bear,plushie factory
📚,Books,reading books
📚,Books,reading aloud
🌍,Globe Showing Europe-Africa,environment earth
🪒,Razor,razor sharp
🪒,Razor,arthur sharp
🪒,Razor,quentin sharp
🤣,Rolling on the Floor Laughing,funny
🎁,Wrapped Gift,birthday gift box
🎁,Wrapped Gift,a gift box
🎁,Wrapped Gift,apple gift box
🎈,Balloon,red round shape
🎈,Balloon,red round robin
🎈,Balloon,red wedge shape
🎈,Balloon,red roundhouse
🍦,Soft Serve,kids
🛋️,Couch and Lamp,relaxing at home
🛋️,Couch and Lamp,stay at home
