Emoji,Unicode Name,Description
🔋,Battery,maximum battery life
🔋,Battery,reduced battery life
🖋️,Fountain Pen,ink
🛏️,Bed,mattress and pillow
🛏️,Bed,pillow and pillow
🛏️,Bed,blanket and pillow
🛏️,Bed,mattress or pillow
😴,Sleeping Face,bed
🔌,Electric Plug,socket and plug
🔌,Electric Plug,socket and socket
🍺,Beer Mug,beer
📑,Bookmark Tabs,tabs tool
📑,Bookmark Tabs,mapping tool
🔭,Telescope,space
🎁,Wrapped Gift,present
🌧️,Cloud with Rain,storm
🏀,Basketball,dunking on the net
🏀,Basketball,dunking on social net
🏀,Basketball,live on the net
🏀,Basketball,dunking on the beach
✈️,Airplane,pilot cabin
✈️,Airplane,pilot simulator
✈️,Airplane,log cabin
✈️,Airplane,passenger cabin
🧹,Broom,handle
🔔,Bell,classic
✏️,Pencil,office supply
✏️,Pencil,office building
✏️,Pencil,water supply
📂,Open File Folder,filename
📂,Open File Folder,hidden folder
📂,Open File Folder,file system
⌛,Hourglass Done,gravity
🥳,Partying Face,confetti and joy
🥳,Partying Face,love and joy
🥳,Partying Face,confetti and piano
🥳,Partying Face,pride and joy
🛋️,Couch and Lamp,lounge
⌚,Watch,watch ticking
⌚,Watch,slow ticking
⌚,Watch,clock ticking
😭,Loudly Crying Face,crying emoji
😭,Loudly Crying Face,toyota emoji
📏,Straight Ruler,ruler math
📏,Straight Ruler,applied math
🍔,Hamburger,meat burger
🍔,Hamburger,meat packing
🍔,Hamburger,meat loaf
😍,Smiling Face with Heart-Eyes,so cute
😍,Smiling Face with Heart-Eyes,miss cute
😍,Smiling Face with Heart-Eyes,cute cute
☀️,Sun,shining sun
☀️,Sun,shining light
🧬,DNA,dna spiral
🧬,DNA,false spiral
🧬,DNA,downward spiral
✨,Sparkles,magical fairy dust
✨,Sparkles,magical fairytale
✨,Sparkles,magical fairy tales
🔌,Electric Plug,outlet
🔋,Battery,power
📸,Camera with Flash,photographer
☀️,Sun,bright sun
🤣,Rolling on the Floor Laughing,ridiculous
🔨,Hammer,fix hammer
🔨,Hammer,fixation
🌡️,Thermometer,medical thermometer
🛁,Bathtub,deep water wash
🛁,Bathtub,deep water diving
🛁,Bathtub,mineral water wash
🚽,Toilet,flushing toilet
🚽,Toilet,flushing meadows
🛁,Bathtub,soaking in water
🛁,Bathtub,drowning in water
🛁,Bathtub,swimming in water
😂,Face with Tears of Joy,oh my god lol
😂,Face with Tears of Joy,oh my sweet lol
😂,Face with Tears of Joy,oh oh god lol
😂,Face with Tears of Joy,oh my darling lol
🍔,Hamburger,lunch burger
🍔,Hamburger,lunchroom
🍔,Hamburger,luncheon
💔,Broken Heart,grief
🍔,Hamburger,seeds
✨,Sparkles,luxury
🔥,Fire,hot and spicy
🔥,Fire,spicy and spicy
🔥,Fire,warm and spicy
🔒,Locked,security
🤣,Rolling on the Floor Laughing,laughing hard
🤣,Rolling on the Floor Laughing,laughing aloud
🤣,Rolling on the Floor Laughing,die hard
🤣,Rolling on the Floor Laughing,rock hard
🔦,Flashlight,flashlight tool
🔦,Flashlight,learning tool
🍕,Pizza,sauce
🌈,Rainbow,arc
🍕,Pizza,italian food
🍕,Pizza,italian wikipedia
🍕,Pizza,canned food
🍕,Pizza,fast food
🚂,Locomotive,railway locomotive
🚂,Locomotive,diesel locomotive
🏮,Red Paper Lantern,lantern paper
🏮,Red Paper Lantern,toilet paper
💻,Laptop,tech laptop
💻,Laptop,technik
💻,Laptop,technet
💻,Laptop,tech magazine
🥗,Green Salad,vegetable
🚿,Shower,shower hot
🚿,Shower,red hot
🚿,Shower,blazing hot
🔋,Battery,battery power
🔋,Battery,motive power
🤡,Clown Face,scary face
🤡,Clown Face,scary monsters
🚀,Rocket,high speed travel
🚀,Rocket,high altitude travel
🚀,Rocket,high level travel
🔭,Telescope,stars watch
🔭,Telescope,neighbourhood watch
🔭,Telescope,starshine
🔭,Telescope,facebook watch
👍,Thumbs Up,okay
💻,Laptop,laptop screen open
💻,Laptop,lcd screen open
💻,Laptop,laptop screen display
💻,Laptop,laptop window open
🕰️,Mantelpiece Clock,clock vintage
🕰️,Mantelpiece Clock,2008 vintage
🧸,Teddy Bear,soft toy bear
🧸,Teddy Bear,giant toy bear
🧸,Teddy Bear,soft brown bear
🧸,Teddy Bear,soft toy factory
🛋️,Couch and Lamp,home couch
🛋️,Couch and Lamp,home plate
🐶,Dog Face,dog friend
🐶,Dog Face,childhood friend
💡,Light Bulb,finding a solution
💡,Light Bulb,consider a solution
💡,Light Bulb,define a solution
💡,Light Bulb,suppose a solution
🎈,Balloon,light and airy
🎈,Balloon,cool and airy
🎈,Balloon,warm and airy
🎈,Balloon,light and shadow
🔋,Battery,storage battery
🔋,Battery,storage facilities
🚪,Door,gate
🔌,Electric Plug,socket
😊,Smiling Face with Smiling Eyes,positive vibes
😊,Smiling Face with Smiling Eyes,bad vibes
😊,Smiling Face with Smiling Eyes,positive feedback
🍔,Hamburger,patty
🖋️,Fountain Pen,calligraphy tool
🖋️,Fountain Pen,simulation tool
🖋️,Fountain Pen,calligraphy workshop
📑,Bookmark Tabs,page marking
📑,Bookmark Tabs,vowel marking
⌛,Hourglass Done,sand dunes
📂,Open File Folder,file data
📂,Open File Folder,file format
🔌,Electric Plug,electricity plug
🔌,Electric Plug,spark plug
🔌,Electric Plug,electricity commission
📡,Satellite Antenna,receiving signals
📡,Satellite Antenna,traffic signals
📡,Satellite Antenna,receiving goals
📡,Satellite Antenna,receiving touchdowns
🍷,Wine Glass,wine merit
🍷,Wine Glass,highest merit
☀️,Sun,yellow
✂️,Scissors,scissors craft
✂️,Scissors,landing craft
✂️,Scissors,flying craft
✂️,Scissors,rescue craft
😊,Smiling Face with Smiling Eyes,friendly smile
😊,Smiling Face with Smiling Eyes,friendly games
😊,Smiling Face with Smiling Eyes,wicked smile
🤔,Thinking Face,internal dialogue
🤔,Thinking Face,animated dialogue
🤔,Thinking Face,internal medicine
🤔,Thinking Face,internal combustion
🍺,Beer Mug,beer mug
🍺,Beer Mug,holy mug
🍺,Beer Mug,beer brewing
🥳,Partying Face,happy times
🥳,Partying Face,happy endings
🥳,Partying Face,sunday times
🥳,Partying Face,happy days
🔬,Microscope,microscope biology
🔬,Microscope,evolutionary biology
🔬,Microscope,molecular biology
🗺️,World Map,study
❤️,Red Heart,stay in love
❤️,Red Heart,stay in paradise
❤️,Red Heart,falling in love
🌡️,Thermometer,degree of heat
🌡️,Thermometer,degree ii heat
🌡️,Thermometer,cold thermometer
🌡️,Thermometer,coldwater
🛋️,Couch and Lamp,couch
🎾,Tennis,yellow ball
🎾,Tennis,yellow fever
🎾,Tennis,yellow line
🛳️,Passenger Ship,ship sea
🛳️,Passenger Ship,baltic sea
📑,Bookmark Tabs,categorizing info
📑,Bookmark Tabs,yahoo info
📑,Bookmark Tabs,categorizing categories
📑,Bookmark Tabs,google info
🔋,Battery,source
✏️,Pencil,writing and drawing
✏️,Pencil,writing and editing
✏️,Pencil,writing or drawing
🍎,Red Apple,apple red
🍎,Red Apple,bright red
🐶,Dog Face,friendly pet face
🐶,Dog Face,friendly petrel
🐶,Dog Face,friendly petting
🐶,Dog Face,baby pet face
📂,Open File Folder,data folder
☕,Hot Beverage,beverage
📏,Straight Ruler,measurement scale
📏,Straight Ruler,measurement theory
📏,Straight Ruler,richter scale
📏,Straight Ruler,ruler
❤️,Red Heart,i heart you
❤️,Red Heart,i owe you
❤️,Red Heart,i heartache
🏠,House,residential
🛁,Bathtub,soaking bath
🐱,Cat Face,cat whiskers
🐱,Cat Face,cathay
🐱,Cat Face,grey whiskers
😍,Smiling Face with Heart-Eyes,fan boy
😍,Smiling Face with Heart-Eyes,fanfare
😍,Smiling Face with Heart-Eyes,fanzine
😊,Smiling Face with Smiling Eyes,joyful soul
😊,Smiling Face with Smiling Eyes,joyful chorus
😊,Smiling Face with Smiling Eyes,joyful journey
🧬,DNA,complex spiral
🧬,DNA,complex multiplication
📈,Chart Increasing,business is doing well
📈,Chart Increasing,everyone is doing well
📈,Chart Increasing,business is working well
📈,Chart Increasing,business is progressing well
🎈,Balloon,decoration
💊,Pill,pill pharmacy
💊,Pill,general pharmacy
🛁,Bathtub,soaking
🔋,Battery,charging the device
🔋,Battery,charging the customer
🔋,Battery,charging sensor device
🔋,Battery,charging the user
📚,Books,study books
🌈,Rainbow,nature colors
🌈,Rainbow,all colors
🌈,Rainbow,nature conservation
🌈,Rainbow,regimental colors
😍,Smiling Face with Heart-Eyes,looking amazing
😍,Smiling Face with Heart-Eyes,absolutely amazing
😍,Smiling Face with Heart-Eyes,looking backward
🤣,Rolling on the Floor Laughing,laughing out loud
🤣,Rolling on the Floor Laughing,laughing too loud
🤣,Rolling on the Floor Laughing,laughing and loud
💊,Pill,chemical
📂,Open File Folder,file
💻,Laptop,device
🚂,Locomotive,smoke
🙏,Folded Hands,respect
🛏️,Bed,sleeping
🎈,Balloon,festive balloon
🎈,Balloon,festive celebrations
🎈,Balloon,festive celebration
🌧️,Cloud with Rain,wet
🍦,Soft Serve,snack at the beach
🍦,Soft Serve,snack at the bottom
🍦,Soft Serve,snack along the beach
🍦,Soft Serve,picnic at the beach
✂️,Scissors,project scissors
✂️,Scissors,steel scissors
🖼️,Framed Picture,painting frame
🖼️,Framed Picture,painting exhibition
🚀,Rocket,results
🔥,Fire,that outfit is lit
🔥,Fire,that candle is lit
🔥,Fire,every outfit is lit
🔥,Fire,that day is lit
❄️,Snowflake,water snowflake
❄️,Snowflake,waterworks
🥗,Green Salad,plant
🍰,Shortcake,cake piece
🍰,Shortcake,piano piece
🍰,Shortcake,keyboard piece
🤣,Rolling on the Floor Laughing,giggle fit
🤣,Rolling on the Floor Laughing,perfect fit
🤣,Rolling on the Floor Laughing,perfectly fit
🤡,Clown Face,you are being silly
🤡,Clown Face,you were being silly
🤡,Clown Face,things are being silly
🤡,Clown Face,you are so silly
🎾,Tennis,baseline
🔥,Fire,hot track
🔥,Fire,hot springs
🔥,Fire,hot chocolate
🔥,Fire,bonus track
😂,Face with Tears of Joy,cant stop laughing
😂,Face with Tears of Joy,cant be laughing
😂,Face with Tears of Joy,please stop laughing
😂,Face with Tears of Joy,cant thou laughing
🥗,Green Salad,meal
🚀,Rocket,power launch
🚀,Rocket,successful launch
🚀,Rocket,power supply
📡,Satellite Antenna,antenna signals
📡,Satellite Antenna,radar signals
🚿,Shower,routine
🐱,Cat Face,soft fur pet
🐱,Cat Face,penguin fur pet
🐱,Cat Face,fox fur pet
😭,Loudly Crying Face,sad face
😭,Loudly Crying Face,sadhu
😭,Loudly Crying Face,poker face
😎,Smiling Face with Sunglasses,boss
🖼️,Framed Picture,hanging art
📸,Camera with Flash,moment
🔥,Fire,fire in the sky
🔥,Fire,fire in the woods
🔥,Fire,fire in the forest
🔥,Fire,clouds in the sky
💡,Light Bulb,creativity bulb
💡,Light Bulb,creativity award
🍷,Wine Glass,deep red liquid
🍷,Wine Glass,deep blue liquid
🍷,Wine Glass,pale red liquid
🍷,Wine Glass,deep purple liquid
🔨,Hammer,metal
🚀,Rocket,ambitious power
🚀,Rocket,nuclear power
🚀,Rocket,motive power
🚪,Door,wooden door
🚪,Door,front door
🚪,Door,revolving door
🚪,Door,wooden box
🍺,Beer Mug,drinking cold beer
🍺,Beer Mug,hot cold beer
🍺,Beer Mug,drinking coldwater
🍺,Beer Mug,drinking root beer
🤣,Rolling on the Floor Laughing,funny as hell
🤣,Rolling on the Floor Laughing,funny ass hell
🤣,Rolling on the Floor Laughing,funny in hell
🤣,Rolling on the Floor Laughing,funny as usual
🖋️,Fountain Pen,pen elegant
🖋️,Fountain Pen,most elegant
📈,Chart Increasing,growth
📚,Books,student books
😴,Sleeping Face,exhausted and out
😴,Sleeping Face,here and out
😴,Sleeping Face,exhausted way out
😴,Sleeping Face,back and out
🔥,Fire,on a hot streak
🔥,Fire,chasing a hot streak
🔥,Fire,oncology hot streak
🔥,Fire,on a long streak
🥪,Sandwich,deli
🖼️,Framed Picture,museum art
🖼️,Framed Picture,installation art
🖼️,Framed Picture,museum gallery
💻,Laptop,remote laptop
💻,Laptop,intel laptop
📱,Mobile Phone,digital mobile
📱,Mobile Phone,amazon mobile
📱,Mobile Phone,digital download
🔒,Locked,locked access
📈,Chart Increasing,business vibes
📈,Chart Increasing,ghetto vibes
📈,Chart Increasing,business journal
🧺,Basket,woven storage
🧺,Basket,woven cloth
🎈,Balloon,decoration balloon
🎈,Balloon,decoration decoration
✨,Sparkles,prestige
🥪,Sandwich,meal
🙏,Folded Hands,namaste yoga
🙏,Folded Hands,sri yoga
🍷,Wine Glass,red
🏠,House,cozy
🛁,Bathtub,bathtub soap
🛁,Bathtub,inside soap
🛏️,Bed,bed sleep
🛏️,Bed,slow sleep
🙄,Face with Rolling Eyes,annoyed face
🥪,Sandwich,sandwich lunch
🥪,Sandwich,friday lunch
🥪,Sandwich,wednesday lunch
✂️,Scissors,supplies
🕯️,Candle,vigil
☀️,Sun,bright sunny day
☀️,Sun,bright shining day
☀️,Sun,bright blue day
☀️,Sun,bright green day
🛋️,Couch and Lamp,interior design
🛋️,Couch and Lamp,scenic design
🐶,Dog Face,friendly dog
🐶,Dog Face,shaggy dog
🐶,Dog Face,friendly match
🏠,House,estate
🙄,Face with Rolling Eyes,whatever dude
🙄,Face with Rolling Eyes,skinny dude
🙄,Face with Rolling Eyes,whatever happened
🙄,Face with Rolling Eyes,crazy dude
🏮,Red Paper Lantern,holiday light
🏮,Red Paper Lantern,holiday inn
🏮,Red Paper Lantern,holidaytime
🔬,Microscope,tool microscope
🔬,Microscope,toolkit
💔,Broken Heart,trust
💻,Laptop,business
🥪,Sandwich,lunch sandwich
🥪,Sandwich,lunchtime
🥪,Sandwich,luncheon
😴,Sleeping Face,midnight
📱,Mobile Phone,technology phone
📱,Mobile Phone,technology institute
🚗,Automobile,wheels and engine
🚗,Automobile,wheels and gears
🚗,Automobile,wheels rear engine
📍,Round Pushpin,location mark
🐱,Cat Face,domestic cat head
🐱,Cat Face,yellow cat head
🐱,Cat Face,domestic catbird
🚿,Shower,shower head
🔨,Hammer,nail hammer
🧼,Soap,soap hands
🧼,Soap,shaking hands
💰,Money Bag,prosperity
🖋️,Fountain Pen,fountain ink
🖋️,Fountain Pen,black ink
🖋️,Fountain Pen,fountain garden
🪒,Razor,hair razor
🪒,Razor,hairline
🪒,Razor,haircut
☕,Hot Beverage,warm liquid drink
☕,Hot Beverage,best liquid drink
☕,Hot Beverage,warm soft drink
☕,Hot Beverage,warm refreshing drink
🕯️,Candle,romantic lighting
🕯️,Candle,romantic romance
🕯️,Candle,emergency lighting
😭,Loudly Crying Face,sad vibes
😭,Loudly Crying Face,cool vibes
🚗,Automobile,garage parked car
🚗,Automobile,garage patrol car
🚗,Automobile,freshly parked car
🚗,Automobile,garage parked nearby
❤️,Red Heart,heart and soul
❤️,Red Heart,heart and blood
❤️,Red Heart,mind and soul
❤️,Red Heart,flesh and soul
🎈,Balloon,rubber
🔨,Hammer,repair and fix
🔨,Hammer,fix and fix
🔨,Hammer,repair and overhaul
💡,Light Bulb,idea bulb
🚽,Toilet,holy water
📓,Notebook,journal entry
📓,Notebook,journal citation
📓,Notebook,journal abstracts
📓,Notebook,sole entry
🚂,Locomotive,funnel
😂,Face with Tears of Joy,funny story
😂,Face with Tears of Joy,ghost story
😂,Face with Tears of Joy,funny creatures
🔨,Hammer,hand hammer
🔨,Hammer,handmade
🥪,Sandwich,tasty
🚀,Rocket,blast
📂,Open File Folder,folder organization
📂,Open File Folder,scout organization
🔔,Bell,golden
💰,Money Bag,dollar
🔒,Locked,shut
📱,Mobile Phone,smartphone phone
📱,Mobile Phone,smartphone app
📱,Mobile Phone,smartphone apps
🛳️,Passenger Ship,ship water
🛳️,Passenger Ship,salt water
📏,Straight Ruler,construction ruler
📏,Straight Ruler,nominal ruler
📏,Straight Ruler,supreme ruler
🍺,Beer Mug,foam
😎,Smiling Face with Sunglasses,energy only
😎,Smiling Face with Sunglasses,adults only
🔔,Bell,alert bell
🔔,Bell,alert zone
🔔,Bell,liberty bell
🛁,Bathtub,wash
🧸,Teddy Bear,memory
🌧,Cloud with Rain,rain
🌈,Rainbow,variety
🍎,Red Apple,shiny fruit surface
🍎,Red Apple,shiny dorsal surface
🍎,Red Apple,shiny fruit trees
🍎,Red Apple,hairy fruit surface
📓,Notebook,notebook paper
📓,Notebook,white paper
📓,Notebook,toilet paper
⚽,Soccer Ball,match
✨,Sparkles,magical day
✨,Sparkles,independence day
🤔,Thinking Face,questioning the logic
🤔,Thinking Face,consider the logic
🤔,Thinking Face,define the logic
🤔,Thinking Face,questioning the truth
🍎,Red Apple,apple skin
🍎,Red Apple,smooth skin
💰,Money Bag,earnings bag
💰,Money Bag,earnings index
⌚,Watch,formal watch
⌚,Watch,formality
⌚,Watch,formalities
⌚,Watch,watch track
⌚,Watch,bonus track
🪒,Razor,sharp
😂,Face with Tears of Joy,great punchline
😂,Face with Tears of Joy,main punchline
💡,Light Bulb,yellow
😍,Smiling Face with Heart-Eyes,fan girl
😍,Smiling Face with Heart-Eyes,gossip girl
😍,Smiling Face with Heart-Eyes,fanatics
🤡,Clown Face,scary clown
🤡,Clown Face,silly clown
🤡,Clown Face,circus clown
🤡,Clown Face,scary monster
🎁,Wrapped Gift,holiday gift
💔,Broken Heart,unrequited
🖋️,Fountain Pen,stationary
📍,Round Pushpin,geo mark
📍,Round Pushpin,3rd mark
📍,Round Pushpin,geophysics
📍,Round Pushpin,geograph
🙄,Face with Rolling Eyes,so over it
🙄,Face with Rolling Eyes,so did it
🙄,Face with Rolling Eyes,so does it
🙄,Face with Rolling Eyes,so over there
🎸,Guitar,work
✈️,Airplane,vacation
🌈,Rainbow,bright light
🌈,Rainbow,guiding light
🌈,Rainbow,bright sky
🌈,Rainbow,blue light
🤡,Clown Face,mockery
🤡,Clown Face,foolishness
🛋️,Couch and Lamp,decor couch
🛋️,Couch and Lamp,decorating
😊,Smiling Face with Smiling Eyes,peaceful mind
😊,Smiling Face with Smiling Eyes,your mind
😊,Smiling Face with Smiling Eyes,peacefulness
💰,Money Bag,bag of cash
💰,Money Bag,lack of cash
💰,Money Bag,bag of dynamite
💰,Money Bag,flow of cash
🪒,Razor,grooming routine
🪒,Razor,grooming techniques
🔋,Battery,battery electronic
🔋,Battery,analog electronic
🔋,Battery,battery pack
🔋,Battery,digital electronic
😂,Face with Tears of Joy,peak humor
😂,Face with Tears of Joy,funny humor
😂,Face with Tears of Joy,peak peak
📡,Satellite Antenna,waves
🚿,Shower,sphinx head
🚀,Rocket,space travel ship
🚀,Rocket,space travel simulator
🚀,Rocket,mars travel ship
🚀,Rocket,space shuttle ship
🛁,Bathtub,water soak
🛁,Bathtub,waterworks
🚲,Bicycle,health
🔥,Fire,spicy take
🔥,Fire,spicy sauce
🔥,Fire,i take
🔥,Fire,spicy chicken
🧪,Test Tube,tube testing
🧪,Test Tube,penetration testing
🧭,Compass,path finding
🧭,Compass,proof finding
🧭,Compass,theorem finding
🧭,Compass,pathological
🎁,Wrapped Gift,package
🚿,Shower,hot chocolate
🤣,Rolling on the Floor Laughing,ground
🙄,Face with Rolling Eyes,i am so annoyed
🙄,Face with Rolling Eyes,i am terribly annoyed
🙄,Face with Rolling Eyes,i felt so annoyed
🙄,Face with Rolling Eyes,i am quite annoyed
🚪,Door,handle
🔭,Telescope,tool
🔬,Microscope,discovery and study
🔬,Microscope,discovery feasibility study
🔬,Microscope,research and study
🔬,Microscope,teaching and study
😂,Face with Tears of Joy,stop it im crying
😂,Face with Tears of Joy,let it im crying
😂,Face with Tears of Joy,stop it immobile
📓,Notebook,paper notebook
📓,Notebook,paperworks
📓,Notebook,paper mill
📓,Notebook,papermaking
🐱,Cat Face,whiskers
✏️,Pencil,art pencil
✏️,Pencil,art gallery
⚽,Soccer Ball,game
📂,Open File Folder,open file
📂,Open File Folder,image file
📂,Open File Folder,picture file
🚿,Shower,washing body
🚿,Shower,naked body
🚿,Shower,lower body
🚿,Shower,upper body
🍰,Shortcake,sweets
🚗,Automobile,motor car
🚗,Automobile,motor cycles
📚,Books,love for reading
📚,Books,love and reading
📚,Books,thanks for reading
📚,Books,award for reading
🔭,Telescope,planet watching
🔭,Telescope,planetarium
🔭,Telescope,planet venus
🔭,Telescope,worth watching
🐶,Dog Face,breed dog
🥪,Sandwich,food sandwich
🥪,Sandwich,food stamps
📡,Satellite Antenna,antenna dish
📡,Satellite Antenna,rice dish
📡,Satellite Antenna,chicken dish
🚀,Rocket,project
🚿,Shower,hot water stream
🚿,Shower,salt water stream
🚿,Shower,hot spring stream
🗺️,World Map,charting a path
🗺️,World Map,follow a path
🗺️,World Map,charting the path
🎈,Balloon,child's birthday
🎈,Balloon,child's anatomy
☕,Hot Beverage,caffeine boost
☕,Hot Beverage,caffeine poisoning
☕,Hot Beverage,boost boost
🤔,Thinking Face,making a choice
🤔,Thinking Face,making a difference
🤔,Thinking Face,making your choice
🤔,Thinking Face,making a noise
📈,Chart Increasing,positive trend
📈,Chart Increasing,global trend
📈,Chart Increasing,positive feedback
🔒,Locked,locked
🔥,Fire,orange and yellow flames
🔥,Fire,orange or yellow flames
🔥,Fire,orange and red flames
🔥,Fire,orange and blue flames
📈,Chart Increasing,success
💡,Light Bulb,light idea
💡,Light Bulb,good idea
💡,Light Bulb,bad idea
💡,Light Bulb,lightwood
🚿,Shower,bathroom
🚲,Bicycle,bike path ride
🚲,Bicycle,mountain path ride
🚲,Bicycle,bike path trail
🌧,Cloud with Rain,day
🏮,Red Paper Lantern,lantern holiday
🏮,Red Paper Lantern,bank holiday
🏮,Red Paper Lantern,easter holiday
🖼️,Framed Picture,decoration
🌈,Rainbow,after rain
🌈,Rainbow,freezing rain
✈️,Airplane,flying on vacation
✈️,Airplane,girls on vacation
✈️,Airplane,kids on vacation
✈️,Airplane,flying circus vacation
💻,Laptop,typing laptop
✈️,Airplane,traveling
🍕,Pizza,cheesy pizza
🍕,Pizza,cheesy creek
🧬,DNA,science and life
🧬,DNA,faith and life
🧬,DNA,science meets life
😍,Smiling Face with Heart-Eyes,amazing view
😍,Smiling Face with Heart-Eyes,amazing stories
🏠,House,indoor house
🏠,House,indoor bowls
💊,Pill,veterinary pharmacy
🕯️,Candle,soft candle flame
🕯️,Candle,soft yellow flame
🕯️,Candle,soft candlelight
🕯️,Candle,a candle flame
✏️,Pencil,office
📈,Chart Increasing,scaling
🗺️,World Map,map geography
🗺️,World Map,physical geography
🚀,Rocket,power
💰,Money Bag,coins
🕰️,Mantelpiece Clock,clock mechanical
🐶,Dog Face,playing dog
🐶,Dog Face,playing doubles
❄️,Snowflake,snowflake crystal
❄️,Snowflake,crystal crystal
🔋,Battery,device
🛁,Bathtub,bathroom relaxation
🛁,Bathtub,bathroom suite
🛁,Bathtub,stress relaxation
🛁,Bathtub,partial relaxation
🗺️,World Map,travel
📸,Camera with Flash,visual
📑,Bookmark Tabs,tab bookmark
🍰,Shortcake,sweet cake
🍰,Shortcake,sweet sixteen
🤔,Thinking Face,i am wondering about that
🤔,Thinking Face,i am wondering about why
🤔,Thinking Face,i am wondering why that
🥪,Sandwich,slice sandwich
✏️,Pencil,graphite lead tip
✏️,Pencil,graphite oxide tip
✏️,Pencil,graphite lead oxide
😴,Sleeping Face,slumber face
😴,Sleeping Face,slumbering
😴,Sleeping Face,poker face
🔦,Flashlight,flashlight handheld
🔦,Flashlight,wii handheld
🔦,Flashlight,digital handheld
💀,Skull,life
🍦,Soft Serve,cone
🌍,Globe Showing Europe-Africa,nature
🥪,Sandwich,quick sandwich
🥪,Sandwich,quickcut
🧸,Teddy Bear,decor
🚿,Shower,shower bathroom
📈,Chart Increasing,improving every day
📈,Chart Increasing,nearly every day
📈,Chart Increasing,improving awareness day
🎈,Balloon,floating party decoration
🎈,Balloon,communist party decoration
🎈,Balloon,labour party decoration
🐶,Dog Face,dog friendly
🐶,Dog Face,wheelchair friendly
🐶,Dog Face,most friendly
📡,Satellite Antenna,space communication
📡,Satellite Antenna,organizational communication
📡,Satellite Antenna,electronic communication
📡,Satellite Antenna,mass communication
🍕,Pizza,cheesy crust pizza
🍕,Pizza,pie crust pizza
🍕,Pizza,cheesy crust soup
🍷,Wine Glass,romantic evening toast
🍷,Wine Glass,romantic cake toast
🍷,Wine Glass,friday evening toast
🔒,Locked,privacy is on
🔒,Locked,privacy subcommittee on
🔒,Locked,it is on
🔒,Locked,love is on
🕯️,Candle,candle lamp
🕯️,Candle,oil lamp
🕯️,Candle,electric lamp
🔭,Telescope,tool telescope
🔭,Telescope,toolkit
📂,Open File Folder,office
❄️,Snowflake,delicate
💻,Laptop,developer laptop
🤔,Thinking Face,undecided
✨,Sparkles,magic
🐶,Dog Face,domestic dog breed
🐶,Dog Face,domestic pig breed
🐶,Dog Face,mixed dog breed
🐶,Dog Face,feral dog breed
🕰️,Mantelpiece Clock,time clock
❤️,Red Heart,falling upon love
❤️,Red Heart,lost in love
❤️,Red Heart,madly in love
🌍,Globe Showing Europe-Africa,travel
✈️,Airplane,soaring in clouds
✈️,Airplane,soaring white clouds
✈️,Airplane,soaring blue clouds
✈️,Airplane,stranger in clouds
📍,Round Pushpin,meet here
📍,Round Pushpin,down here
📍,Round Pushpin,click here
🌍,Globe Showing Europe-Africa,news
🎸,Guitar,concert guitar
🎸,Guitar,concert tours
🎸,Guitar,concert tour
🖼️,Framed Picture,frame art
🖼️,Framed Picture,frame buffer
🍎,Red Apple,apple garden
🍎,Red Apple,sculpture garden
🔦,Flashlight,tool
😎,Smiling Face with Sunglasses,sunny vibes
😎,Smiling Face with Sunglasses,sunnydale
😎,Smiling Face with Sunglasses,sunny day
🚪,Door,entry door
🚪,Door,entrydate
🚪,Door,entry criteria
🚲,Bicycle,bike travel
🚲,Bicycle,global travel
🛏️,Bed,sleeping bed
🛏️,Bed,sleeping beauty
✨,Sparkles,glowing skin
✨,Sparkles,smooth skin
✨,Sparkles,glowing skies
🍷,Wine Glass,toast
🚿,Shower,daily routine
🚿,Shower,daily news
🚿,Shower,daily mail
🚿,Shower,routine routine
🏠,House,real estate asset
🏠,House,real life asset
🏠,House,national estate asset
🏠,House,realty asset
🎈,Balloon,party supply
🎈,Balloon,party affiliation
🎈,Balloon,party list
🎈,Balloon,water supply
🌡️,Thermometer,digital
✨,Sparkles,shine
🍰,Shortcake,dessert cake
🧬,DNA,dna genetic
🧬,DNA,dna replication
🧬,DNA,dna analysis
🔔,Bell,crowd
🚀,Rocket,fast growth
🚀,Rocket,exponential growth
🚀,Rocket,plant growth
😴,Sleeping Face,sleepy face
😴,Sleeping Face,sleepy hollow
🧪,Test Tube,science tube
🧪,Test Tube,science magazine
🧪,Test Tube,science olympiad
🔔,Bell,bell shape
🔔,Bell,leaf shape
🔔,Bell,cone shape
🧭,Compass,dial
🥗,Green Salad,raw vegetable mix
🥗,Green Salad,rawlins mix
🥗,Green Salad,raw vegetable oil
🥗,Green Salad,raw mix mix
✈️,Airplane,airport and runway
✈️,Airplane,airport and resorts
✈️,Airplane,airport short runway
🧹,Broom,broom tool
☕,Hot Beverage,boost hot
❄️,Snowflake,frozen
🍎,Red Apple,teacher
🚲,Bicycle,bike
🔌,Electric Plug,power
😍,Smiling Face with Heart-Eyes,i am lovestruck
😍,Smiling Face with Heart-Eyes,i am dying
😍,Smiling Face with Heart-Eyes,i love lovestruck
😍,Smiling Face with Heart-Eyes,bach am lovestruck
🍎,Red Apple,apple habits
🍎,Red Apple,breeding habits
⌛,Hourglass Done,measured
💰,Money Bag,dollar bag
💰,Money Bag,dollar million
📑,Bookmark Tabs,bookmark tool
🔋,Battery,battery charging
🔋,Battery,congestion charging
🔋,Battery,battery source
🔋,Battery,primary source
🥗,Green Salad,health salad
✈️,Airplane,trip
✈️,Airplane,airport runway
